user1_distance_from_school,user2_distance_from_school,user1_flexibility_distance,user2_flexibility_distance,user1_flexibility_time,user2_flexibility_time,user1_school_start_time,user2_school_start_time,user1_leave_time,user2_leave_time,distance_between_users,similarity_score
1.7663286782089402,1.9781855742107255,7.550289871856268,6.644697288915365,2.84382138045263,7.735227320971928,8.364763975812968,7.212881947758183,6.625128206075782,7.907620995511606,1.1602884185655622,0.53898431442789
0.5093029022004651,1.0309136078029,4.63019141801556,2.064690039606357,8.55732250531696,9.362802444389745,8.637905989178826,8.261874614251033,6.647072506119102,8.36673231427767,1.9670368966044594,0.3934067326451643
2.0273152264477283,0.8571515274347395,5.2640489708105145,4.600399321520788,1.5844181482491981,2.279773745215243,8.468877813256377,7.418275365819197,8.017523106014666,7.776934696647209,2.68867000646993,0.21946781413168348
1.1523099611335672,0.47098360800714234,9.074186280071823,4.598511369439497,8.769035085386983,5.883459822162397,7.579870952323657,8.83105776044998,8.551759696024082,7.549295557354252,1.2496195741757603,0.5621770088929268
2.454268674526524,0.9943753893073289,2.6418241347389846,2.0778439476366013,8.383305725590727,6.786173688715391,7.265079491179069,8.503787579990238,7.055790607132665,8.662985487228283,1.5646516191844686,0.42567250160323805
2.6471757514606775,2.2626346896212914,9.344613189213526,5.498886061618585,3.7157271000547354,8.228420503708511,8.612604976454916,8.233493385974398,7.831755762431245,6.099148460930001,2.4675104511308708,0.2902687065797844
0.8605590175866036,0.5917941512874472,5.616668703598309,9.338970166361872,8.932276648234648,5.750862727106705,7.279752729160595,7.349982809806865,6.2832932749772334,7.882802865028741,1.5418096215330919,0.5247748364167322
0.6378770724482492,0.6030347980148025,3.9431471668968294,3.6540741777418795,2.5215563780004118,9.844352394472955,8.256380069147394,8.752955809493622,6.037383581382217,8.660736579556547,1.932706974811157,0.33997307435599594
1.0171940815145175,1.1808459116037466,9.578402229177367,6.049963910977028,6.797827515885449,9.746782139169913,7.068438753719201,8.604341455289399,8.479638445034102,8.627702526743091,0.36463247439312574,0.772393355041687
2.725690849781715,0.12243460499269221,2.825994190100294,8.278222866039624,5.665961713547352,8.813950805712127,7.638778171330047,7.296404146938249,7.811652052363737,7.154776400792025,0.40801635062408403,0.8263619472039482
1.5440214698419155,2.1579125157025736,2.028141179894252,4.182581866263571,5.819146992709793,5.533728470250691,7.408254016140542,7.1014520814603985,8.769179127376624,8.855284039914412,0.6136682391947349,0.7625387135511763
1.2307914752820808,1.921482214361116,4.2854328549409075,4.314763586203317,3.38328744795712,1.6145935722151412,7.976023996847915,7.912312024495863,6.516219798556957,7.372243801675171,1.7365751452950993,0.46340529772362715
2.4669692718299836,0.8814585830819084,3.188915314311563,6.491098527949372,2.740367383826624,9.384037733973042,7.160328455315856,8.94689325129608,7.205150979711325,8.91244702124251,0.6036666717974614,0.649597259993184
2.5496223068871986,2.294410029813647,3.3114498280694393,7.926788373018905,8.806412799962782,4.615837430878107,7.868122063555022,8.385900545616318,7.577124024098214,8.366934223078713,1.7599212684607919,0.4884173126783945
2.9546598367508587,2.4017714018132814,1.2865522596516286,6.510070357574267,2.604210626055786,7.657812102238459,7.864951773488369,8.945892096413152,8.252077436887767,8.210432403874002,2.6060971373988093,0.2945145740038314
1.9240554407705375,2.438059310573758,8.055341952048176,3.9066916898098185,6.986672825771953,3.1503106713864817,8.766662470362046,8.007958625412382,7.234380511380176,6.103095210276154,1.0873255014698133,0.6167421280642968
2.053444903192951,1.2227106270486403,5.787348627746595,1.8868178162011637,9.538923427412568,1.8354668078100993,7.924806032698418,7.523642441287222,8.861160140208955,6.263500046375396,1.7708295063203114,0.4234988303996424
0.12346215865916088,0.7763191304694647,1.896359592848948,4.48279979632845,1.0021916304073604,5.262722327758654,8.60100534786893,7.534015358945232,7.051019849751327,6.149831737331506,1.7089609138696473,0.4465915747200089
1.4844086531710983,0.23485226413860105,6.863030514634286,5.856061594918341,3.9515431027906383,3.1455171044456547,8.818804343862919,8.899180770800434,7.401041627044481,7.248456105928098,1.3487154957028775,0.5873832558376394
2.8137277970361385,1.0517069927842904,3.0092004351113992,3.9974535788118093,1.932115929559029,8.372819665701318,7.040632944981743,7.345943330907666,7.917274151925085,8.890734623324818,2.0610470760045247,0.382355404408217
0.0677364471730092,2.7989024871305572,1.512925922650563,2.9283335951979663,2.7807538005340806,4.873151449585958,8.416108459862144,7.475357359139595,8.726373640216444,6.373910664630008,0.6263677621902716,0.6441212865171213
2.478416080365813,0.8673074077690832,7.465751789752084,2.853125290792494,5.094553561398231,3.3211900481308323,8.500171047129037,8.75520850073517,6.421141685720635,7.422915558022946,1.0223747639555651,0.6665529588639798
2.187423850722185,0.32551566207693083,8.442302067097444,2.344957722021949,8.744747866194867,1.2888429616855537,7.562129586716894,8.856416486550046,7.150870391598014,6.820387765863437,0.2351946282956614,0.8371390913823744
